temperature C 	 humidity % 	 gyroX 	 gyroY 	 gyroZ 	 accelX 	 accelY 	 accelZ 	 accelTotal 	 pressureIMU 	 temperatureIMU 	 altitude 	
16	5	0.22	-0.29	0.47	-0.27	-0.17	-9.25	252.86	3.96	18.63	28890.91	
16	5	-0.13	-0.22	0.53	-0.33	-0.10	-9.44	253.58	3.97	18.59	28888.38	
16	5	-0.17	-0.48	0.35	-0.18	-0.05	-9.63	255.40	3.97	18.60	28889.83	
16	5	-0.22	-0.38	0.38	-0.17	-0.12	-9.34	252.97	3.94	18.55	28910.14	
16	5	-0.32	-0.31	0.24	-0.27	-0.20	-9.51	252.96	3.92	18.52	28923.07	
16	5	-0.09	-0.45	0.41	-0.34	-0.09	-9.72	252.52	3.93	18.53	28918.70	
16	5	-0.08	-0.32	-0.10	-0.11	-0.01	-9.57	253.29	3.91	18.51	28929.10	
16	5	-0.08	-0.55	0.33	-0.21	-0.12	-9.45	253.23	3.92	18.51	28925.63	
16	5	-0.21	-0.68	0.20	-0.16	-0.01	-9.56	253.20	3.91	18.50	28932.76	
16	5	-0.39	-0.26	0.46	-0.18	-0.02	-9.47	253.85	3.89	18.47	28943.21	
16	5	-0.22	-0.63	0.56	-0.25	-0.04	-9.67	253.74	3.89	18.47	28947.62	
16	5	-0.44	-0.37	0.38	-0.27	-0.01	-9.60	253.50	3.86	18.42	28966.22	
16	5	0.06	-0.29	0.36	-0.34	-0.20	-9.47	253.59	3.87	18.44	28964.38	
16	5	-0.01	-0.49	0.59	-0.32	-0.22	-9.47	253.32	3.86	18.39	28966.22	
16	5	0.03	-0.46	0.40	-0.15	-0.06	-9.35	253.30	3.85	18.37	28973.99	
16	5	0.09	-0.34	0.38	-0.07	-0.09	-9.39	253.08	3.81	18.36	29004.29	
16	5	-0.22	-0.40	0.52	-0.13	-0.01	-9.64	253.46	3.82	18.34	28999.81	
16	5	-0.20	-0.21	0.46	-0.20	-0.09	-9.64	252.99	3.83	18.35	28993.66	
16	5	-0.31	-0.62	0.32	-0.20	-0.02	-9.65	253.33	3.80	18.30	29016.07	
16	5	-0.10	-0.32	0.51	-0.32	-0.15	-9.68	253.34	3.79	18.29	29022.25	
16	5	0.04	-0.27	0.14	-0.18	-0.15	-9.43	253.58	3.79	18.29	29022.25	
16	5	-0.07	-0.52	0.28	-0.13	-0.11	-9.49	253.34	3.78	18.26	29032.21	
16	5	-0.08	-0.31	0.38	-0.05	-0.01	-9.53	252.79	3.76	18.23	29049.37	
16	5	-0.27	-0.39	0.52	-0.32	-0.12	-9.67	253.23	3.75	18.25	29050.31	
16	5	-0.20	-0.66	0.34	-0.46	-0.14	-9.50	252.88	3.76	18.20	29049.37	
16	5	-0.05	-0.54	0.22	-0.19	-0.11	-9.59	253.16	3.72	18.16	29074.60	
16	5	-0.09	-0.25	0.48	-0.17	-0.02	-9.65	253.18	3.74	18.15	29063.76	
16	5	-0.04	-0.32	0.13	-0.01	-0.12	-9.44	253.14	3.72	18.17	29074.60	
16	5	-0.06	-0.52	0.46	-0.37	-0.27	-9.41	253.33	3.70	18.15	29089.28	
16	5	0.19	-0.40	0.53	-0.37	-0.13	-9.60	253.44	3.69	18.10	29103.84	
16	5	-0.08	-0.16	0.65	-0.26	-0.12	-9.42	253.01	3.68	18.10	29104.99	
15	5	0.13	-0.34	0.41	-0.24	-0.06	-9.63	253.43	3.69	18.11	29100.38	
15	5	-0.16	-0.40	0.47	-0.14	-0.07	-9.70	253.96	3.69	18.11	29101.15	
15	5	-0.11	-0.45	0.22	-0.19	-0.09	-9.62	252.93	3.65	18.04	29129.84	
15	5	0.13	-0.40	0.56	-0.14	0.09	-9.81	252.89	3.64	18.01	29142.81	
15	5	0.19	-0.59	0.55	-0.13	-0.09	-9.60	252.69	3.62	17.98	29156.62	
15	5	-0.25	-0.36	0.62	-0.36	-0.10	-9.51	253.06	3.63	18.00	29147.28	
15	5	0.04	-0.72	0.48	-0.36	-0.03	-9.81	252.79	3.64	17.98	29140.88	
15	5	-0.12	-0.63	0.50	-0.26	-0.01	-9.57	252.74	3.61	17.99	29163.05	
15	5	0.11	-0.48	0.54	-0.37	-0.10	-9.56	253.62	3.60	17.93	29175.36	
15	5	-0.29	-0.21	0.11	-0.21	-0.04	-9.71	253.04	3.60	17.93	29172.63	
15	5	-0.18	-0.38	0.56	-0.20	-0.01	-9.73	253.65	3.57	17.92	29194.21	
15	5	-0.02	-0.38	0.66	-0.36	-0.03	-9.72	252.85	3.56	17.87	29206.44	
15	5	-0.50	-0.35	0.18	-0.22	-0.04	-9.64	253.19	3.54	17.84	29220.49	
15	5	-0.24	-0.31	0.39	-0.19	-0.03	-9.70	253.24	3.53	17.82	29229.02	
15	5	0.05	-0.44	0.38	-0.41	-0.12	-9.61	253.09	3.54	17.84	29219.69	
15	5	-0.04	-0.54	0.46	-0.32	-0.11	-9.63	253.18	3.53	17.82	29229.02	
15	5	-0.08	-0.45	0.48	-0.33	-0.16	-9.45	253.51	3.52	17.80	29240.38	
15	5	-0.34	-0.17	0.49	-0.32	-0.24	-9.47	252.85	3.50	17.76	29256.76	
15	5	-0.17	-0.37	0.37	-0.17	-0.18	-9.32	252.99	3.49	17.75	29262.38	
15	5	0.17	-0.27	0.36	-0.11	-0.12	-9.43	253.82	3.50	17.75	29248.96	
15	5	-0.29	-0.58	0.60	-0.11	-0.09	-9.62	253.21	3.48	17.73	29267.39	
15	5	0.11	-0.74	0.41	-0.03	-0.01	-9.48	253.21	3.47	17.72	29276.05	
15	5	0.17	-0.30	0.39	-0.14	-0.01	-9.74	253.40	3.49	17.70	29259.57	
15	5	-0.23	-0.53	0.52	-0.26	0.02	-9.70	253.05	3.44	17.66	29305.79	
15	5	0.37	-0.38	0.24	-0.19	-0.13	-9.45	253.53	3.43	17.65	29308.63	
15	5	-0.14	-0.39	0.44	-0.33	-0.12	-9.46	253.27	3.43	17.64	29314.53	
15	5	-0.67	-0.54	0.77	-0.05	-0.09	-9.40	253.21	3.41	17.61	29324.11	
15	5	0.21	-0.48	0.55	-0.05	-0.14	-9.45	253.17	3.39	17.57	29346.64	
15	5	-0.57	-0.61	0.50	-0.05	-0.05	-9.43	253.31	3.40	17.58	29339.87	
15	5	-0.06	-0.58	0.25	-0.17	-0.14	-9.45	253.65	3.38	17.55	29354.67	
15	5	0.17	-0.13	0.43	-0.22	-0.08	-9.41	253.66	3.36	17.52	29366.43	
15	5	-0.31	-0.53	0.43	-0.17	-0.09	-9.56	253.34	3.36	17.52	29367.46	
15	5	-0.38	-0.61	0.43	-0.23	-0.10	-9.81	253.08	3.35	17.51	29376.37	
15	5	-0.45	-0.35	0.63	-0.12	-0.16	-9.67	253.25	3.34	17.49	29387.16	
14	5	-0.29	-0.48	0.08	-0.26	-0.13	-9.81	253.07	3.34	17.48	29390.28	
14	5	0.07	-0.46	0.36	-0.17	-0.07	-9.67	252.95	3.32	17.47	29399.24	
14	5	-0.35	-0.43	0.77	-0.32	-0.04	-9.66	252.86	3.31	17.42	29408.22	
14	5	-0.06	-0.43	0.82	-0.35	-0.11	-9.54	253.69	3.30	17.41	29421.00	
14	5	0.38	-0.54	0.36	-0.02	-0.05	-9.47	253.45	3.29	17.39	29429.19	
14	5	-0.19	-0.57	0.49	-0.12	-0.12	-9.40	253.87	3.27	17.36	29443.11	
14	5	-0.37	-0.35	0.65	-0.13	-0.11	-9.32	253.36	3.28	17.37	29440.15	
14	5	0.09	-0.53	0.63	-0.20	-0.08	-9.64	253.14	3.26	17.34	29456.44	
14	5	-0.41	-0.39	0.56	-0.28	-0.04	-9.57	253.72	3.26	17.38	29453.26	
14	5	0.02	-0.38	0.46	-0.32	-0.17	-9.27	252.92	3.25	17.29	29460.26	
14	5	0.32	0.03	0.63	-0.24	-0.14	-9.52	252.78	3.24	17.34	29469.40	
14	5	-0.02	-0.38	0.27	-0.26	-0.07	-9.51	252.34	3.23	17.29	29484.75	
14	5	-0.28	-0.49	0.45	-0.30	-0.07	-9.41	253.39	3.23	17.27	29483.47	
14	5	0.15	-0.36	0.54	-0.17	-0.12	-9.52	252.83	3.22	17.31	29486.68	
14	5	-0.44	-0.12	0.31	-0.23	-0.07	-9.70	253.21	3.21	17.25	29496.96	
14	5	0.03	-0.29	0.93	-0.18	-0.23	-9.70	252.98	3.21	17.25	29499.96	
14	5	-0.09	-0.55	0.54	-0.22	-0.10	-9.58	252.79	3.18	17.19	29529.72	
14	5	-0.19	-0.70	0.38	-0.24	-0.10	-9.55	252.83	3.19	17.21	29516.32	
14	5	-0.13	-0.42	0.54	-0.24	-0.10	-9.55	253.37	3.18	17.20	29524.53	
14	5	-0.10	-0.52	0.44	-0.24	-0.14	-9.58	253.35	3.17	17.18	29534.92	
14	5	-0.17	-0.49	0.52	-0.22	-0.10	-9.57	253.27	3.19	17.21	29517.40	
14	5	-0.14	-0.41	0.51	-0.23	-0.10	-9.56	252.83	3.15	17.14	29555.58	
14	5	-0.17	-0.46	0.45	-0.24	-0.09	-9.58	253.38	3.17	17.17	29536.87	
14	6	-0.13	-0.31	0.38	-0.23	-0.08	-9.58	252.39	3.14	17.14	29560.82	
14	6	-0.33	-0.23	0.33	-0.22	-0.11	-9.56	253.09	3.14	17.10	29564.10	
14	6	-0.04	-0.46	0.31	-0.22	-0.10	-9.55	253.18	3.13	17.12	29571.33	
14	6	-0.18	-0.32	0.50	-0.23	-0.10	-9.58	253.22	3.13	17.11	29574.40	
14	7	0.00	-0.31	0.53	-0.23	-0.09	-9.60	252.89	3.11	17.08	29590.01	
14	7	0.03	-0.24	0.25	-0.22	-0.11	-9.59	252.92	3.12	17.10	29575.27	
14	7	0.15	-0.21	0.46	-0.26	-0.11	-9.52	253.38	3.13	17.10	29573.30	
14	7	-0.10	-0.41	0.60	-0.21	-0.10	-9.54	253.02	3.12	17.08	29582.74	
14	8	0.01	-0.39	0.35	-0.24	-0.08	-9.55	253.29	3.10	17.06	29593.31	
14	8	-0.12	-0.43	0.41	-0.24	-0.11	-9.55	252.81	3.09	17.04	29604.80	
14	8	-0.10	-0.60	0.59	-0.22	-0.10	-9.56	253.43	3.08	17.02	29613.22	
14	8	-0.17	-0.29	0.41	-0.23	-0.10	-9.57	253.28	3.10	17.05	29599.49	
14	9	-0.21	-0.34	0.26	-0.22	-0.10	-9.58	253.41	3.07	17.00	29625.88	
14	9	-0.08	-0.34	0.16	-0.24	-0.10	-9.49	252.81	3.08	16.97	29618.54	
14	9	-0.17	-0.13	0.60	-0.25	-0.09	-9.55	253.58	3.06	16.96	29637.48	
14	10	0.07	-0.34	0.48	-0.24	-0.08	-9.57	253.34	3.07	16.97	29628.11	
14	10	-0.07	-0.30	0.55	-0.24	-0.10	-9.56	253.39	3.05	16.96	29638.82	
14	10	-0.04	-0.39	0.30	-0.24	-0.10	-9.60	252.94	3.04	17.00	29648.45	
14	10	-0.17	-0.45	0.33	-0.24	-0.10	-9.61	253.25	3.05	16.97	29638.82	
14	11	-0.21	-0.50	0.54	-0.25	-0.10	-9.59	252.76	3.04	16.95	29649.34	
14	11	-0.11	-0.52	0.53	-0.23	-0.09	-9.55	253.38	3.03	16.93	29661.24	
14	11	-0.06	-0.46	0.42	-0.25	-0.10	-9.58	252.79	3.02	16.91	29669.57	
14	11	0.06	-0.47	0.63	-0.23	-0.11	-9.52	252.89	3.03	16.93	29659.89	
14	11	-0.22	-0.29	0.66	-0.22	-0.10	-9.59	253.10	3.01	16.89	29680.41	
14	12	-0.19	-0.25	0.25	-0.23	-0.09	-9.58	253.42	3.02	16.91	29670.70	
14	12	-0.31	-0.45	0.56	-0.26	-0.09	-9.55	252.87	3.01	16.89	29681.54	
14	12	-0.37	-0.52	0.61	-0.25	-0.08	-9.58	253.75	3.00	16.87	29689.02	
14	12	-0.02	-0.31	0.36	-0.21	-0.10	-9.59	253.53	2.99	16.87	29694.24	
14	13	-0.29	-0.34	0.32	-0.21	-0.12	-9.60	253.19	3.00	16.86	29692.19	
14	13	-0.30	-0.37	0.58	-0.25	-0.09	-9.60	253.14	2.98	16.86	29703.10	
14	13	-0.13	-0.47	0.64	-0.26	-0.10	-9.54	253.48	2.99	16.84	29699.92	
14	13	0.06	-0.34	0.70	-0.24	-0.03	-9.60	253.13	2.98	16.81	29705.38	
14	14	-0.12	-0.28	0.51	-0.21	-0.10	-9.63	253.78	2.98	16.84	29707.43	
14	14	-0.07	-0.46	0.35	-0.24	-0.07	-9.59	253.67	2.97	16.82	29717.25	
14	14	-0.02	-0.25	0.69	-0.23	-0.10	-9.58	253.83	2.96	16.80	29726.86	
14	14	-0.19	-0.62	0.44	-0.22	-0.07	-9.60	253.28	2.95	16.79	29733.52	
14	14	-0.19	-0.48	0.50	-0.19	-0.14	-9.53	252.87	2.95	16.79	29734.67	
14	15	-0.02	-0.29	0.50	-0.23	-0.10	-9.59	252.78	2.97	16.81	29720.45	
14	15	-0.18	-0.32	0.22	-0.23	-0.10	-9.56	253.11	2.97	16.82	29717.25	
14	15	-0.10	-0.36	0.46	-0.25	-0.05	-9.58	253.02	2.96	16.80	29726.86	
14	15	0.04	-0.41	0.60	-0.21	-0.09	-9.59	252.95	2.97	16.81	29719.31	
14	15	-0.11	-0.55	0.52	-0.24	-0.08	-9.55	253.66	2.96	16.80	29729.16	
14	16	-0.19	-0.20	0.48	-0.24	-0.11	-9.61	253.24	2.95	16.79	29734.67	
14	16	-0.16	-0.30	0.53	-0.23	-0.09	-9.57	253.07	2.94	16.75	29742.26	
14	16	-0.11	-0.46	0.51	-0.22	-0.09	-9.55	253.04	2.94	16.76	29743.41	
14	16	-0.17	-0.47	0.59	-0.22	-0.10	-9.64	253.20	2.94	16.74	29747.79	
14	16	0.13	-0.42	0.40	-0.23	-0.02	-9.51	252.67	2.93	16.73	29758.65	
14	16	0.06	-0.37	0.57	-0.25	-0.06	-9.47	253.14	2.91	16.71	29768.61	
14	17	-0.28	-0.38	0.50	-0.17	-0.09	-9.49	252.97	2.93	16.76	29755.41	
14	17	-0.26	-0.56	0.66	-0.18	-0.11	-9.64	253.18	2.91	16.71	29774.19	
14	17	-0.05	-0.20	0.65	-0.29	-0.16	-9.47	253.24	2.91	16.71	29771.86	
14	17	-0.03	-0.17	0.03	-0.01	-0.05	-9.42	252.73	2.91	16.71	29774.19	
14	17	-0.04	-0.52	0.44	-0.30	-0.06	-9.71	253.67	2.91	16.71	29774.19	
14	17	-0.17	-0.52	0.30	-0.23	-0.16	-9.61	253.34	2.91	16.72	29768.61	
14	17	0.01	-0.25	0.41	-0.21	-0.06	-9.32	253.11	2.89	16.67	29793.07	
14	17	-0.09	-0.37	0.58	-0.33	-0.09	-9.67	252.83	2.90	16.70	29781.87	
14	17	-0.27	-0.44	0.60	-0.28	-0.12	-9.66	253.33	2.89	16.67	29795.41	
14	17	-0.04	-0.38	0.58	-0.32	-0.08	-9.56	253.19	2.87	16.66	29807.35	
14	17	0.14	-0.38	0.59	-0.35	-0.01	-9.50	252.82	2.90	16.71	29781.87	
14	17	-0.07	-0.47	0.47	-0.22	-0.11	-9.46	253.18	2.88	16.66	29799.62	
14	17	2.13	-0.52	0.61	-0.32	-0.09	-9.56	253.49	2.88	16.67	29799.62	
14	17	0.06	-0.32	0.74	-0.25	-0.08	-9.55	252.64	2.89	16.66	29789.56	
14	17	-0.13	-0.38	0.59	-0.25	-0.09	-9.60	252.96	2.90	16.70	29778.61	
14	18	-0.25	-0.38	0.49	-0.20	-0.11	-9.58	253.03	2.92	16.73	29766.29	
14	18	-0.04	-0.52	0.57	-0.21	-0.10	-9.60	253.43	2.88	16.65	29804.07	
14	18	-0.17	-0.37	0.32	-0.24	-0.06	-9.58	253.61	2.88	16.66	29801.96	
14	18	-0.26	-0.38	0.39	-0.22	-0.11	-9.60	253.57	2.86	16.62	29823.35	
14	18	-0.15	-0.36	0.31	-0.24	-0.08	-9.58	252.96	2.89	16.67	29794.00	
14	18	-0.07	-0.19	0.53	-0.23	-0.10	-9.51	253.08	2.87	16.64	29810.88	
14	18	-0.12	-0.18	0.34	-0.26	-0.11	-9.57	253.42	2.88	16.66	29801.96	
14	18	-0.11	-0.38	0.60	-0.22	-0.11	-9.47	253.53	2.91	16.68	29777.68	
14	19	-0.11	-0.17	0.67	-0.28	-0.11	-9.57	253.01	2.87	16.69	29815.11	
14	19	-0.15	-0.27	0.65	-0.23	-0.08	-9.59	253.03	2.88	16.66	29803.13	
14	19	-0.16	-0.55	0.43	-0.23	-0.11	-9.53	253.30	2.87	16.65	29808.53	
14	19	-0.09	-0.42	0.64	-0.22	-0.07	-9.58	253.72	2.87	16.64	29815.11	
14	19	-0.27	-0.48	0.63	-0.22	-0.08	-9.55	253.18	2.86	16.63	29817.46	
14	19	-0.03	-0.28	0.36	-0.24	-0.06	-9.58	253.20	2.87	16.64	29813.23	
14	19	-0.03	-0.32	0.40	-0.23	-0.07	-9.58	253.10	2.85	16.60	29832.09	
14	20	-0.06	-0.45	0.46	-0.21	-0.07	-9.55	253.62	2.85	16.61	29826.42	
14	20	-0.05	-0.39	0.64	-0.25	-0.09	-9.58	253.44	2.86	16.63	29819.81	
14	20	-0.09	-0.30	0.51	-0.23	-0.10	-9.58	253.91	2.88	16.65	29805.24	
14	20	-0.16	-0.31	0.57	-0.24	-0.09	-9.56	253.14	2.86	16.63	29816.52	
14	20	0.00	-0.36	0.65	-0.22	-0.03	-9.66	253.11	2.87	16.60	29814.17	
14	20	-0.07	-0.36	0.56	-0.22	-0.10	-9.60	253.39	2.85	16.63	29833.04	
14	20	-0.11	-0.76	0.85	-0.23	-0.06	-9.55	252.71	2.87	16.57	29814.17	
14	21	1.88	-0.54	0.80	-0.26	-0.06	-9.57	253.12	2.87	16.59	29814.17	
14	21	0.06	-0.39	0.43	-0.25	-0.09	-9.59	253.44	2.84	16.58	29844.40	
14	21	-0.19	-0.31	0.44	-0.25	-0.09	-9.60	253.61	2.93	16.56	29755.18	
14	21	-0.31	-0.30	0.28	-0.22	-0.10	-9.52	254.02	6.84	16.52	27200.45	
14	21	-0.25	-0.31	0.35	-0.23	-0.09	-9.55	253.67	11.14	16.50	25536.43	
14	21	-1.24	-0.50	0.17	-0.20	-0.11	-9.53	253.56	15.35	16.45	24354.62	
14	22	0.80	-0.36	0.28	-0.27	-0.11	-9.60	253.17	19.34	16.48	23456.44	
14	22	-0.29	-0.31	0.26	-0.24	-0.08	-9.58	252.98	23.82	16.48	22612.86	
14	22	-0.36	-0.38	0.30	-0.24	-0.11	-9.58	253.97	28.25	16.44	21896.64	
14	23	-0.01	-0.58	0.41	-0.25	-0.08	-9.56	254.03	32.53	16.42	21286.42	
14	23	0.22	-0.40	0.26	-0.25	-0.11	-9.53	252.99	36.62	16.37	20760.95	
14	23	0.06	-0.43	0.58	-0.25	-0.11	-9.62	253.25	40.70	16.39	20283.32	
14	24	-0.29	-0.21	0.88	-0.21	-0.08	-9.62	253.14	45.03	16.36	19815.95	
14	24	0.06	-0.48	1.41	-0.25	-0.07	-9.56	253.70	49.38	16.30	19381.93	
14	25	-0.23	-0.25	0.27	-0.24	-0.08	-9.61	253.26	53.62	16.35	18988.12	
14	25	-2.22	-0.37	0.60	-0.22	-0.08	-9.57	252.94	57.67	16.33	18634.66	
14	25	0.04	-0.29	0.11	-0.24	-0.10	-9.55	252.73	62.05	16.32	18273.96	
14	23	-0.24	-0.33	0.36	-0.23	-0.09	-9.60	253.51	66.31	16.31	17942.80	
14	24	-0.01	-0.47	0.62	-0.21	-0.08	-9.63	252.69	70.81	16.32	17610.98	
14	24	0.00	-0.49	0.52	-0.23	-0.11	-9.59	252.95	75.07	16.34	17312.07	
14	25	0.01	-0.35	0.06	-0.23	-0.09	-9.62	253.34	79.13	16.30	17040.49	
14	25	-0.15	-0.46	0.41	-0.22	-0.11	-9.62	253.31	83.41	16.29	16765.49	
14	26	-0.05	-0.38	1.11	-0.22	-0.09	-9.62	253.32	87.56	16.26	16509.51	
14	26	0.52	-0.44	0.67	-0.23	-0.08	-9.60	253.53	91.65	16.27	16267.01	
14	27	0.52	-0.17	0.47	-0.22	-0.10	-9.55	253.47	95.72	16.24	16033.76	
14	27	-0.14	-0.60	0.52	-0.25	-0.09	-9.60	252.36	100.12	16.28	15790.90	
14	27	0.04	-0.59	0.41	-0.27	-0.07	-9.59	252.36	104.30	16.21	15567.60	
14	28	-0.08	-0.18	0.46	-0.24	-0.06	-9.62	252.70	108.49	16.21	15351.54	
14	28	-0.17	-0.48	0.37	-0.24	-0.09	-9.54	253.02	112.90	16.23	15131.00	
14	29	-0.04	-0.26	0.20	-0.23	-0.08	-9.61	253.17	117.06	16.19	14929.02	
14	29	-0.10	-0.33	0.25	-0.25	-0.11	-9.59	253.21	121.33	16.16	14727.96	
14	30	-0.40	-0.29	0.29	-0.23	-0.11	-9.59	253.18	125.60	16.20	14532.87	
14	30	-0.15	-0.62	0.44	-0.23	-0.08	-9.61	252.93	129.77	16.17	14347.02	
14	31	-0.40	-0.46	0.53	-0.22	-0.10	-9.60	253.11	134.03	16.18	14162.13	
14	31	-0.50	-0.41	0.46	-0.20	-0.07	-9.60	253.12	138.35	16.19	13979.49	
14	32	-0.25	-0.33	0.21	-0.25	-0.11	-9.62	253.32	142.69	16.19	13800.74	
14	32	-0.45	-0.39	0.52	-0.27	-0.06	-9.62	253.17	146.65	16.17	13641.17	
14	32	-0.38	-0.55	0.43	-0.23	-0.09	-9.57	253.15	150.83	16.15	13476.59	
14	33	0.08	-0.51	0.58	-0.23	-0.11	-9.64	252.70	155.18	16.17	13309.14	
14	34	0.38	-0.32	1.01	-0.23	-0.08	-9.65	252.89	159.71	16.17	13138.79	
14	34	0.06	-0.58	0.49	-0.24	-0.11	-9.64	252.77	164.00	16.15	12981.34	
14	34	-0.02	-0.30	0.71	-0.23	-0.11	-9.62	252.26	168.17	16.12	12831.26	
14	35	-0.57	-0.25	0.70	-0.23	-0.10	-9.59	252.23	172.28	16.14	12686.04	
14	35	-0.46	-0.64	0.52	-0.25	-0.08	-9.61	252.46	176.81	16.12	12529.24	
14	36	-0.28	-0.17	0.37	-0.23	-0.13	-9.49	253.14	181.42	16.14	12373.33	
14	36	-0.63	-0.06	0.10	-0.22	-0.10	-9.62	253.24	185.69	16.13	12231.64	
14	37	0.30	-0.46	0.82	-0.24	-0.09	-9.60	252.84	190.02	16.13	12090.50	
15	37	0.38	-0.36	0.81	-0.21	-0.09	-9.56	253.46	194.14	16.14	11958.66	
15	37	-0.38	-0.24	0.41	-0.20	-0.08	-9.60	252.63	198.52	16.14	11820.84	
15	38	0.16	-0.38	0.81	-0.21	-0.09	-9.64	252.61	203.09	16.17	11679.94	
15	38	-0.60	-0.27	0.24	-0.24	-0.11	-9.58	253.34	207.15	16.16	11556.65	
15	38	0.07	-0.46	0.51	-0.24	-0.09	-9.55	252.93	211.40	16.17	11429.59	
15	38	-0.14	-0.32	0.45	-0.23	-0.09	-9.59	253.19	215.65	16.19	11304.86	
15	38	-0.41	-0.24	0.43	-0.20	-0.11	-9.56	252.89	219.92	16.15	11181.32	
15	38	0.17	-0.43	0.85	-0.25	-0.06	-9.60	252.83	224.29	16.17	11056.99	
15	38	-0.63	-0.44	0.56	-0.23	-0.10	-9.60	253.15	228.65	16.21	10935.06	
15	38	-0.02	-0.17	0.17	-0.23	-0.12	-9.59	252.71	232.81	16.14	10820.25	
15	38	-0.64	-0.60	0.40	-0.24	-0.05	-9.64	253.04	237.10	16.17	10703.54	
15	38	-0.02	-0.60	0.78	-0.25	-0.10	-9.59	253.25	241.37	16.17	10589.29	
15	38	-0.30	-0.26	0.09	-0.22	-0.09	-9.59	253.05	245.93	16.18	10468.80	
15	38	-0.26	-0.34	0.48	-0.23	-0.11	-9.70	252.99	250.19	16.18	10358.15	
15	38	-0.64	-0.46	0.01	-0.21	-0.08	-9.64	253.13	254.43	16.18	10249.29	
15	38	-0.26	-0.47	0.05	-0.22	-0.10	-9.62	252.89	258.63	16.17	10143.00	
15	38	0.18	-0.22	0.80	-0.24	-0.07	-9.56	252.68	262.73	16.20	10040.37	
15	39	-0.28	-0.41	0.65	-0.23	-0.12	-9.62	252.97	264.79	16.15	9989.51	
15	39	-0.30	-0.44	0.62	-0.24	-0.10	-9.60	252.33	264.51	16.20	9996.31	
15	39	-0.09	-0.47	0.34	-0.25	-0.10	-9.63	252.48	264.29	16.20	10001.86	
15	38	-0.16	-0.36	0.46	-0.25	-0.06	-9.69	252.79	264.10	16.16	10006.45	
15	38	-0.25	-0.45	0.50	-0.25	-0.08	-9.57	253.02	263.99	16.16	10009.16	
15	38	-0.16	-0.26	0.23	-0.25	-0.07	-9.60	253.49	263.90	16.16	10011.38	
15	38	0.05	-0.53	0.31	-0.22	-0.08	-9.60	253.20	263.79	16.17	10014.05	
15	38	-0.13	-0.46	0.38	-0.22	-0.07	-9.62	253.26	263.73	16.17	10015.70	
15	37	0.03	-0.31	0.40	-0.23	-0.07	-9.65	252.89	263.54	16.11	10020.35	
15	37	-0.02	-0.41	0.42	-0.26	-0.08	-9.60	252.84	263.57	16.18	10019.68	
15	37	0.06	-0.30	0.41	-0.21	-0.08	-9.57	252.66	263.50	16.18	10021.32	
15	37	-0.16	-0.04	0.38	-0.25	-0.09	-9.55	252.81	263.43	16.14	10023.12	
15	37	-0.02	-0.34	0.25	-0.25	-0.08	-9.64	252.97	263.43	16.17	10023.08	
15	36	-0.26	-0.52	0.28	-0.24	-0.11	-9.62	253.50	263.41	16.14	10023.54	
15	36	-0.09	-0.52	0.42	-0.24	-0.08	-9.62	252.65	263.33	16.18	10025.51	
15	36	0.01	-0.11	0.38	-0.26	-0.10	-9.58	253.04	263.36	16.16	10024.70	
15	36	0.12	-0.24	0.38	-0.23	-0.12	-9.51	252.69	263.35	16.19	10025.07	
15	36	-0.21	-0.58	0.51	-0.25	-0.07	-9.62	253.17	263.32	16.18	10025.76	
15	36	-0.26	-0.16	0.49	-0.21	-0.09	-9.55	252.98	263.30	16.18	10026.38	
15	36	-0.03	-0.32	0.37	-0.23	-0.07	-9.56	252.84	263.23	16.14	10027.98	
15	36	-0.34	-0.38	0.12	-0.22	-0.09	-9.59	253.34	263.28	16.16	10026.70	
15	35	-0.25	-0.55	0.41	-0.23	-0.07	-9.50	252.99	263.30	16.20	10026.26	
15	35	-0.24	-0.27	0.13	-0.20	-0.08	-9.59	252.96	263.25	16.16	10027.64	
15	35	-0.33	-0.04	0.36	-0.21	-0.11	-9.64	252.82	263.28	16.19	10026.72	
15	35	-0.11	-0.47	0.80	-0.25	-0.08	-9.61	253.23	263.18	16.14	10029.23	
15	35	-0.29	-0.54	0.67	-0.24	-0.11	-9.60	252.93	263.20	16.19	10028.75	
14	35	-0.20	-0.38	0.46	-0.25	-0.07	-9.61	253.03	263.21	16.19	10028.57	
14	35	-0.24	-0.59	0.58	-0.23	-0.07	-9.62	253.18	263.18	16.16	10029.39	
14	35	0.01	-0.27	0.24	-0.24	-0.10	-9.63	252.74	263.18	16.16	10029.32	
14	35	0.07	-0.44	0.55	-0.23	-0.08	-9.60	253.12	263.20	16.19	10028.66	
14	35	-0.24	-0.67	0.66	-0.21	-0.09	-9.59	253.18	263.18	16.16	10029.36	
14	35	-0.17	-0.29	0.49	-0.22	-0.09	-9.62	253.21	263.12	16.16	10030.86	
14	35	-0.06	-0.39	0.25	-0.20	-0.08	-9.61	252.97	263.19	16.17	10029.14	
14	35	-0.10	-0.41	0.44	-0.22	-0.11	-9.52	252.88	263.17	16.20	10029.46	
14	35	-0.20	-0.31	0.67	-0.26	-0.09	-9.51	253.38	263.16	16.19	10029.67	
14	35	-0.10	-0.51	0.70	-0.25	-0.08	-9.61	252.68	263.09	16.17	10031.45	
14	34	-0.25	-0.47	0.62	-0.21	-0.11	-9.59	252.80	263.11	16.19	10031.08	
